id,value
id_92,3.9707368424980554
id_93,38.44130132618795
id_94,46.867280435631066
id_95,16.138566883410576
id_96,31.829037180691056
id_97,12.605972409788635
id_98,23.69634750317838
id_99,3.8158620402568433
id_100,18.963760749403022
id_101,25.364215161533124
id_102,14.418552587453215
id_103,14.575510089855259
id_104,23.76591931741515
id_105,40.2043033597168
id_106,32.74360673367893
id_107,6.150759275471277
id_108,4.759325702780735
id_109,79.2545704755112
id_110,48.733660179235066
id_111,16.132826380401585
id_112,27.55114283335145
id_113,15.177043136914845
id_114,14.097276302756446
id_115,25.37366433341536
id_116,27.121234218528365
id_117,10.943948896651722
id_118,17.487316941579753
id_119,19.470202229523906
id_120,81.47028537784126
id_121,24.468356939887048
id_122,38.26888751562999
id_123,24.99240961525321
id_124,6.704714379631999
id_125,36.75364955491467
id_126,7.9006066998700435
id_127,22.83622321526738
id_128,29.078050245152895
id_129,62.5120689685919
id_130,22.906442285974833
id_131,24.461696639310066
id_132,59.45699542066843
id_133,15.271609697776833
id_134,13.423651952464251
id_135,1.8807901361132104
id_136,11.508998645853161
id_137,58.800169601014815
id_138,18.67744299561133
id_139,5.857018726123291
id_140,28.838673564720555
id_141,25.4082051694934
id_142,45.62903240398096
id_143,30.36835828253963
id_144,18.91680694474288
id_145,25.90425297930723
id_146,10.944407196734499
id_147,50.79163722223924
id_148,23.629306222478796
id_149,38.820505773601425
id_150,9.61451016070387
id_151,7.8464869538387925
id_152,22.718232258577967
id_153,6.5503624226748745
id_154,15.012402464555382
id_155,41.99394824615807
id_156,9.055762748666353
id_157,36.587931852772954
id_158,10.260731405204696
id_159,18.209641830851847
id_160,40.48534826467715
id_161,19.867340679795824
id_162,14.544306840698344
id_163,7.324140503126325
id_164,51.76161697546606
id_165,31.340657204401186
id_166,0.9286259237988406
id_167,15.383197315089829
id_168,62.94546245635131
id_169,13.082207669495936
id_170,64.57159158413191
id_171,39.04515832428393
id_172,25.766444969039462
id_173,19.623431432010676
id_174,60.69813714030104
id_175,26.379545586794
id_176,21.234509728155107
id_177,37.55940129777323
id_178,12.684750460472175
id_179,31.21709862157695
id_180,16.44163730716796
id_181,12.21439228697471
id_182,56.55715090844464
id_183,47.54638724685912
id_184,14.907324670389338
id_185,36.38971138873159
id_186,25.30900363857572
id_187,68.93243430872755
id_188,9.01717181500967
id_189,59.31654968646938
id_190,39.14965966937568
id_191,14.897579109969316
id_192,30.668478577374856
id_193,0.9279657207237494
id_194,18.776823430407784
id_195,0.46319177848366044
id_196,34.70633600732898
id_197,10.758108439418777
id_198,18.940715571149966
id_199,59.6766602655176
id_200,23.938922334697867
id_201,28.112648713459578
id_202,64.67325778878761
id_203,11.035534758250563
id_204,9.31015621834653
id_205,11.273778309822358
id_206,7.296835222412228
id_207,1.2840065581060687
id_208,126.69272172431927
id_209,20.539464429422303
id_210,16.252872495222558
id_211,12.936629681185174
id_212,37.56856078300371
id_213,36.60675529257566
id_214,18.17621615807052
id_215,34.99548486630742
id_216,81.27452962130845
id_217,0.2879892410590125
id_218,12.119317179908348
id_219,31.866991928476665
id_220,14.344533014996115
id_221,12.403924610527572
id_222,112.2250415930856
id_223,13.651483453994278
id_224,16.929563550768734
id_225,64.70851155771057
id_226,15.066229956823877
id_227,18.96875180891875
id_228,10.0512381642467
id_229,3.811774594935412
id_230,46.44667093061006
id_231,12.437454800680298
id_232,53.899710003831125
id_233,42.55021351738679
id_234,25.878861053758367
id_235,40.12637124446746
id_236,69.24266524429129
id_237,43.98427672881645
id_238,11.460327016849016
id_239,18.897834481662887
